"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUT","CPI","TOT","AGRWTH","M","1968-07",2.692308,
"AUT","CPI","TOT","AGRWTH","M","1968-08",2.97505,
"AUT","CPI","TOT","AGRWTH","M","1968-09",2.383221,
"AUT","CPI","TOT","AGRWTH","M","1968-10",3.04472,
"AUT","CPI","TOT","AGRWTH","M","1968-11",3.139867,
"AUT","CPI","TOT","AGRWTH","M","1968-12",3.038934,
"AUT","CPI","TOT","AGRWTH","M","1969-01",3.320682,
"AUT","CPI","TOT","AGRWTH","M","1969-02",3.027437,
"AUT","CPI","TOT","AGRWTH","M","1969-03",2.63902,
"AUT","CPI","TOT","AGRWTH","M","1969-04",3.016024,
"AUT","CPI","TOT","AGRWTH","M","1969-05",3.308127,
"AUT","CPI","TOT","AGRWTH","M","1969-06",3.286384,
"AUT","CPI","TOT","AGRWTH","M","1969-07",3.651685,
"AUT","CPI","TOT","AGRWTH","M","1969-08",3.07549,
"AUT","CPI","TOT","AGRWTH","M","1969-09",2.979517,
"AUT","CPI","TOT","AGRWTH","M","1969-10",2.493076,
"AUT","CPI","TOT","AGRWTH","M","1969-11",2.767527,
"AUT","CPI","TOT","AGRWTH","M","1969-12",3.410139,
"AUT","CPI","TOT","AGRWTH","M","1970-01",3.85675,
"AUT","CPI","TOT","AGRWTH","M","1970-02",3.764923,
"AUT","CPI","TOT","AGRWTH","M","1970-03",3.85675,
"AUT","CPI","TOT","AGRWTH","M","1970-04",3.751145,
"AUT","CPI","TOT","AGRWTH","M","1970-05",4.208601,
"AUT","CPI","TOT","AGRWTH","M","1970-06",4.636365,
"AUT","CPI","TOT","AGRWTH","M","1970-07",4.607047,
"AUT","CPI","TOT","AGRWTH","M","1970-08",4.611209,
"AUT","CPI","TOT","AGRWTH","M","1970-09",4.792043,
"AUT","CPI","TOT","AGRWTH","M","1970-10",4.864864,
"AUT","CPI","TOT","AGRWTH","M","1970-11",4.847399,
"AUT","CPI","TOT","AGRWTH","M","1970-12",4.634582,
"AUT","CPI","TOT","AGRWTH","M","1971-01",4.155615,
"AUT","CPI","TOT","AGRWTH","M","1971-02",4.424777,
"AUT","CPI","TOT","AGRWTH","M","1971-03",4.420865,
"AUT","CPI","TOT","AGRWTH","M","1971-04",4.761904,
"AUT","CPI","TOT","AGRWTH","M","1971-05",4.214223,
"AUT","CPI","TOT","AGRWTH","M","1971-06",4.257167,
"AUT","CPI","TOT","AGRWTH","M","1971-07",4.404143,
"AUT","CPI","TOT","AGRWTH","M","1971-08",5.185827,
"AUT","CPI","TOT","AGRWTH","M","1971-09",5.349439,
"AUT","CPI","TOT","AGRWTH","M","1971-10",5.32646,
"AUT","CPI","TOT","AGRWTH","M","1971-11",5.051369,
"AUT","CPI","TOT","AGRWTH","M","1971-12",4.855196,
"AUT","CPI","TOT","AGRWTH","M","1972-01",5.348047,
"AUT","CPI","TOT","AGRWTH","M","1972-02",5.677966,
"AUT","CPI","TOT","AGRWTH","M","1972-03",6.181205,
"AUT","CPI","TOT","AGRWTH","M","1972-04",5.63973,
"AUT","CPI","TOT","AGRWTH","M","1972-05",5.981466,
"AUT","CPI","TOT","AGRWTH","M","1972-06",6.500002,
"AUT","CPI","TOT","AGRWTH","M","1972-07",6.120762,
"AUT","CPI","TOT","AGRWTH","M","1972-08",6.244864,
"AUT","CPI","TOT","AGRWTH","M","1972-09",6.388206,
"AUT","CPI","TOT","AGRWTH","M","1972-10",7.014682,
"AUT","CPI","TOT","AGRWTH","M","1972-11",7.416463,
"AUT","CPI","TOT","AGRWTH","M","1972-12",7.636069,
"AUT","CPI","TOT","AGRWTH","M","1973-01",8.058018,
"AUT","CPI","TOT","AGRWTH","M","1973-02",8.019246,
"AUT","CPI","TOT","AGRWTH","M","1973-03",7.655502,
"AUT","CPI","TOT","AGRWTH","M","1973-04",7.968128,
"AUT","CPI","TOT","AGRWTH","M","1973-05",8.108107,
"AUT","CPI","TOT","AGRWTH","M","1973-06",7.198747,
"AUT","CPI","TOT","AGRWTH","M","1973-07",7.092751,
"AUT","CPI","TOT","AGRWTH","M","1973-08",6.960557,
"AUT","CPI","TOT","AGRWTH","M","1973-09",6.543496,
"AUT","CPI","TOT","AGRWTH","M","1973-10",7.012194,
"AUT","CPI","TOT","AGRWTH","M","1973-11",7.966616,
"AUT","CPI","TOT","AGRWTH","M","1973-12",7.849054,
"AUT","CPI","TOT","AGRWTH","M","1974-01",8.128263,
"AUT","CPI","TOT","AGRWTH","M","1974-02",8.389013,
"AUT","CPI","TOT","AGRWTH","M","1974-03",8.962962,
"AUT","CPI","TOT","AGRWTH","M","1974-04",9.741698,
"AUT","CPI","TOT","AGRWTH","M","1974-05",9.632352,
"AUT","CPI","TOT","AGRWTH","M","1974-06",10.21898,
"AUT","CPI","TOT","AGRWTH","M","1974-07",10.04367,
"AUT","CPI","TOT","AGRWTH","M","1974-08",9.905999,
"AUT","CPI","TOT","AGRWTH","M","1974-09",10.11561,
"AUT","CPI","TOT","AGRWTH","M","1974-10",9.971509,
"AUT","CPI","TOT","AGRWTH","M","1974-11",9.416725,
"AUT","CPI","TOT","AGRWTH","M","1974-12",9.657104,
"AUT","CPI","TOT","AGRWTH","M","1975-01",9.241379,
"AUT","CPI","TOT","AGRWTH","M","1975-02",9.58904,
"AUT","CPI","TOT","AGRWTH","M","1975-03",9.245413,
"AUT","CPI","TOT","AGRWTH","M","1975-04",8.607933,
"AUT","CPI","TOT","AGRWTH","M","1975-05",8.584843,
"AUT","CPI","TOT","AGRWTH","M","1975-06",8.344373,
"AUT","CPI","TOT","AGRWTH","M","1975-07",8.928571,
"AUT","CPI","TOT","AGRWTH","M","1975-08",8.815792,
"AUT","CPI","TOT","AGRWTH","M","1975-09",8.727035,
"AUT","CPI","TOT","AGRWTH","M","1975-10",7.707254,
"AUT","CPI","TOT","AGRWTH","M","1975-11",7.000643,
"AUT","CPI","TOT","AGRWTH","M","1975-12",6.76452,
"AUT","CPI","TOT","AGRWTH","M","1976-01",7.260101,
"AUT","CPI","TOT","AGRWTH","M","1976-02",7.312501,
"AUT","CPI","TOT","AGRWTH","M","1976-03",7.778469,
"AUT","CPI","TOT","AGRWTH","M","1976-04",7.73994,
"AUT","CPI","TOT","AGRWTH","M","1976-05",7.473751,
"AUT","CPI","TOT","AGRWTH","M","1976-06",7.457211,
"AUT","CPI","TOT","AGRWTH","M","1976-07",6.618094,
"AUT","CPI","TOT","AGRWTH","M","1976-08",7.436516,
"AUT","CPI","TOT","AGRWTH","M","1976-09",7.181654,
"AUT","CPI","TOT","AGRWTH","M","1976-10",7.215877,
"AUT","CPI","TOT","AGRWTH","M","1976-11",7.142857,
"AUT","CPI","TOT","AGRWTH","M","1976-12",7.232515,
"AUT","CPI","TOT","AGRWTH","M","1977-01",6.886403,
"AUT","CPI","TOT","AGRWTH","M","1977-02",6.406523,
"AUT","CPI","TOT","AGRWTH","M","1977-03",5.773672,
"AUT","CPI","TOT","AGRWTH","M","1977-04",5.517241,
"AUT","CPI","TOT","AGRWTH","M","1977-05",5.804597,
"AUT","CPI","TOT","AGRWTH","M","1977-06",5.745165,
"AUT","CPI","TOT","AGRWTH","M","1977-07",6.264237,
"AUT","CPI","TOT","AGRWTH","M","1977-08",5.064716,
"AUT","CPI","TOT","AGRWTH","M","1977-09",4.954956,
"AUT","CPI","TOT","AGRWTH","M","1977-10",5.047671,
"AUT","CPI","TOT","AGRWTH","M","1977-11",4.425771,
"AUT","CPI","TOT","AGRWTH","M","1977-12",4.180603,
"AUT","CPI","TOT","AGRWTH","M","1978-01",3.96476,
"AUT","CPI","TOT","AGRWTH","M","1978-02",3.831416,
"AUT","CPI","TOT","AGRWTH","M","1978-03",3.820959,
"AUT","CPI","TOT","AGRWTH","M","1978-04",3.921568,
"AUT","CPI","TOT","AGRWTH","M","1978-05",3.80228,
"AUT","CPI","TOT","AGRWTH","M","1978-06",3.173751,
"AUT","CPI","TOT","AGRWTH","M","1978-07",3.001072,
"AUT","CPI","TOT","AGRWTH","M","1978-08",3.588645,
"AUT","CPI","TOT","AGRWTH","M","1978-09",3.379828,
"AUT","CPI","TOT","AGRWTH","M","1978-10",3.096638,
"AUT","CPI","TOT","AGRWTH","M","1978-11",3.648068,
"AUT","CPI","TOT","AGRWTH","M","1978-12",3.691813,
"AUT","CPI","TOT","AGRWTH","M","1979-01",3.548729,
"AUT","CPI","TOT","AGRWTH","M","1979-02",3.637323,
"AUT","CPI","TOT","AGRWTH","M","1979-03",3.52261,
"AUT","CPI","TOT","AGRWTH","M","1979-04",3.301886,
"AUT","CPI","TOT","AGRWTH","M","1979-05",3.139718,
"AUT","CPI","TOT","AGRWTH","M","1979-06",3.232534,
"AUT","CPI","TOT","AGRWTH","M","1979-07",3.902184,
"AUT","CPI","TOT","AGRWTH","M","1979-08",3.257497,
"AUT","CPI","TOT","AGRWTH","M","1979-09",3.736378,
"AUT","CPI","TOT","AGRWTH","M","1979-10",4.039357,
"AUT","CPI","TOT","AGRWTH","M","1979-11",4.451346,
"AUT","CPI","TOT","AGRWTH","M","1979-12",4.695562,
"AUT","CPI","TOT","AGRWTH","M","1980-01",5.012787,
"AUT","CPI","TOT","AGRWTH","M","1980-02",5.340794,
"AUT","CPI","TOT","AGRWTH","M","1980-03",5.535803,
"AUT","CPI","TOT","AGRWTH","M","1980-04",5.885337,
"AUT","CPI","TOT","AGRWTH","M","1980-05",6.392694,
"AUT","CPI","TOT","AGRWTH","M","1980-06",7.070706,
"AUT","CPI","TOT","AGRWTH","M","1980-07",6.609916,
"AUT","CPI","TOT","AGRWTH","M","1980-08",7.310967,
"AUT","CPI","TOT","AGRWTH","M","1980-09",6.953476,
"AUT","CPI","TOT","AGRWTH","M","1980-10",6.769536,
"AUT","CPI","TOT","AGRWTH","M","1980-11",6.342914,
"AUT","CPI","TOT","AGRWTH","M","1980-12",6.653523,
"AUT","CPI","TOT","AGRWTH","M","1981-01",7.014125,
"AUT","CPI","TOT","AGRWTH","M","1981-02",6.711733,
"AUT","CPI","TOT","AGRWTH","M","1981-03",7.170358,
"AUT","CPI","TOT","AGRWTH","M","1981-04",7.379014,
"AUT","CPI","TOT","AGRWTH","M","1981-05",6.771579,
"AUT","CPI","TOT","AGRWTH","M","1981-06",6.273585,
"AUT","CPI","TOT","AGRWTH","M","1981-07",6.481916,
"AUT","CPI","TOT","AGRWTH","M","1981-08",6.392908,
"AUT","CPI","TOT","AGRWTH","M","1981-09",6.875585,
"AUT","CPI","TOT","AGRWTH","M","1981-10",7.179489,
"AUT","CPI","TOT","AGRWTH","M","1981-11",6.989748,
"AUT","CPI","TOT","AGRWTH","M","1981-12",6.423292,
"AUT","CPI","TOT","AGRWTH","M","1982-01",6.144744,
"AUT","CPI","TOT","AGRWTH","M","1982-02",5.927601,
"AUT","CPI","TOT","AGRWTH","M","1982-03",5.972158,
"AUT","CPI","TOT","AGRWTH","M","1982-04",5.800981,
"AUT","CPI","TOT","AGRWTH","M","1982-05",6.074141,
"AUT","CPI","TOT","AGRWTH","M","1982-06",5.947625,
"AUT","CPI","TOT","AGRWTH","M","1982-07",5.513895,
"AUT","CPI","TOT","AGRWTH","M","1982-08",5.087719,
"AUT","CPI","TOT","AGRWTH","M","1982-09",4.901531,
"AUT","CPI","TOT","AGRWTH","M","1982-10",4.567203,
"AUT","CPI","TOT","AGRWTH","M","1982-11",4.703834,
"AUT","CPI","TOT","AGRWTH","M","1982-12",4.689534,
"AUT","CPI","TOT","AGRWTH","M","1983-01",4.073755,
"AUT","CPI","TOT","AGRWTH","M","1983-02",4.143529,
"AUT","CPI","TOT","AGRWTH","M","1983-03",3.51695,
"AUT","CPI","TOT","AGRWTH","M","1983-04",2.95234,
"AUT","CPI","TOT","AGRWTH","M","1983-05",2.48421,
"AUT","CPI","TOT","AGRWTH","M","1983-06",2.471721,
"AUT","CPI","TOT","AGRWTH","M","1983-07",2.801003,
"AUT","CPI","TOT","AGRWTH","M","1983-08",3.213689,
"AUT","CPI","TOT","AGRWTH","M","1983-09",3.295787,
"AUT","CPI","TOT","AGRWTH","M","1983-10",3.577371,
"AUT","CPI","TOT","AGRWTH","M","1983-11",3.743761,
"AUT","CPI","TOT","AGRWTH","M","1983-12",3.815844,
"AUT","CPI","TOT","AGRWTH","M","1984-01",5.644829,
"AUT","CPI","TOT","AGRWTH","M","1984-02",5.660378,
"AUT","CPI","TOT","AGRWTH","M","1984-03",5.812526,
"AUT","CPI","TOT","AGRWTH","M","1984-04",5.899223,
"AUT","CPI","TOT","AGRWTH","M","1984-05",5.916187,
"AUT","CPI","TOT","AGRWTH","M","1984-06",6.336877,
"AUT","CPI","TOT","AGRWTH","M","1984-07",5.571371,
"AUT","CPI","TOT","AGRWTH","M","1984-08",5.944198,
"AUT","CPI","TOT","AGRWTH","M","1984-09",5.613893,
"AUT","CPI","TOT","AGRWTH","M","1984-10",5.220883,
"AUT","CPI","TOT","AGRWTH","M","1984-11",5.332798,
"AUT","CPI","TOT","AGRWTH","M","1984-12",5.03396,
"AUT","CPI","TOT","AGRWTH","M","1985-01",3.354134,
"AUT","CPI","TOT","AGRWTH","M","1985-02",3.416148,
"AUT","CPI","TOT","AGRWTH","M","1985-03",3.597678,
"AUT","CPI","TOT","AGRWTH","M","1985-04",3.791102,
"AUT","CPI","TOT","AGRWTH","M","1985-05",3.801397,
"AUT","CPI","TOT","AGRWTH","M","1985-06",3.229528,
"AUT","CPI","TOT","AGRWTH","M","1985-07",3.505393,
"AUT","CPI","TOT","AGRWTH","M","1985-08",2.633587,
"AUT","CPI","TOT","AGRWTH","M","1985-09",2.868069,
"AUT","CPI","TOT","AGRWTH","M","1985-10",2.671756,
"AUT","CPI","TOT","AGRWTH","M","1985-11",2.626571,
"AUT","CPI","TOT","AGRWTH","M","1985-12",2.814758,
"AUT","CPI","TOT","AGRWTH","M","1986-01",2.90566,
"AUT","CPI","TOT","AGRWTH","M","1986-02",2.515015,
"AUT","CPI","TOT","AGRWTH","M","1986-03",1.792382,
"AUT","CPI","TOT","AGRWTH","M","1986-04",1.379054,
"AUT","CPI","TOT","AGRWTH","M","1986-05",1.532137,
"AUT","CPI","TOT","AGRWTH","M","1986-06",1.527001,
"AUT","CPI","TOT","AGRWTH","M","1986-07",1.488649,
"AUT","CPI","TOT","AGRWTH","M","1986-08",1.673485,
"AUT","CPI","TOT","AGRWTH","M","1986-09",1.710036,
"AUT","CPI","TOT","AGRWTH","M","1986-10",1.635687,
"AUT","CPI","TOT","AGRWTH","M","1986-11",1.224036,
"AUT","CPI","TOT","AGRWTH","M","1986-12",1.109879,
"AUT","CPI","TOT","AGRWTH","M","1987-01",0.3300332,
"AUT","CPI","TOT","AGRWTH","M","1987-02",0.07323404,
"AUT","CPI","TOT","AGRWTH","M","1987-03",0.4768896,
"AUT","CPI","TOT","AGRWTH","M","1987-04",0.8823529,
"AUT","CPI","TOT","AGRWTH","M","1987-05",1.324991,
"AUT","CPI","TOT","AGRWTH","M","1987-06",1.870874,
"AUT","CPI","TOT","AGRWTH","M","1987-07",2.346902,
"AUT","CPI","TOT","AGRWTH","M","1987-08",2.56035,
"AUT","CPI","TOT","AGRWTH","M","1987-09",1.900585,
"AUT","CPI","TOT","AGRWTH","M","1987-10",1.792245,
"AUT","CPI","TOT","AGRWTH","M","1987-11",1.648955,
"AUT","CPI","TOT","AGRWTH","M","1987-12",1.609952,
"AUT","CPI","TOT","AGRWTH","M","1988-01",1.900585,
"AUT","CPI","TOT","AGRWTH","M","1988-02",2.195389,
"AUT","CPI","TOT","AGRWTH","M","1988-03",2.300109,
"AUT","CPI","TOT","AGRWTH","M","1988-04",2.186588,
"AUT","CPI","TOT","AGRWTH","M","1988-05",1.670904,
"AUT","CPI","TOT","AGRWTH","M","1988-06",1.368383,
"AUT","CPI","TOT","AGRWTH","M","1988-07",2.042279,
"AUT","CPI","TOT","AGRWTH","M","1988-08",1.854494,
"AUT","CPI","TOT","AGRWTH","M","1988-09",1.865136,
"AUT","CPI","TOT","AGRWTH","M","1988-10",1.760689,
"AUT","CPI","TOT","AGRWTH","M","1988-11",1.982697,
"AUT","CPI","TOT","AGRWTH","M","1988-12",1.872524,
"AUT","CPI","TOT","AGRWTH","M","1989-01",2.152081,
"AUT","CPI","TOT","AGRWTH","M","1989-02",2.470463,
"AUT","CPI","TOT","AGRWTH","M","1989-03",2.212705,
"AUT","CPI","TOT","AGRWTH","M","1989-04",2.460771,
"AUT","CPI","TOT","AGRWTH","M","1989-05",2.822437,
"AUT","CPI","TOT","AGRWTH","M","1989-06",2.522203,
"AUT","CPI","TOT","AGRWTH","M","1989-07",2.598314,
"AUT","CPI","TOT","AGRWTH","M","1989-08",2.696079,
"AUT","CPI","TOT","AGRWTH","M","1989-09",2.5,
"AUT","CPI","TOT","AGRWTH","M","1989-10",2.789549,
"AUT","CPI","TOT","AGRWTH","M","1989-11",2.686462,
"AUT","CPI","TOT","AGRWTH","M","1989-12",2.898551,
"AUT","CPI","TOT","AGRWTH","M","1990-01",2.879213,
"AUT","CPI","TOT","AGRWTH","M","1990-02",3.144653,
"AUT","CPI","TOT","AGRWTH","M","1990-03",3.142458,
"AUT","CPI","TOT","AGRWTH","M","1990-04",3.132614,
"AUT","CPI","TOT","AGRWTH","M","1990-05",3.022932,
"AUT","CPI","TOT","AGRWTH","M","1990-06",2.945252,
"AUT","CPI","TOT","AGRWTH","M","1990-07",2.977412,
"AUT","CPI","TOT","AGRWTH","M","1990-08",3.13672,
"AUT","CPI","TOT","AGRWTH","M","1990-09",3.744418,
"AUT","CPI","TOT","AGRWTH","M","1990-10",3.847475,
"AUT","CPI","TOT","AGRWTH","M","1990-11",3.683304,
"AUT","CPI","TOT","AGRWTH","M","1990-12",3.469598,
"AUT","CPI","TOT","AGRWTH","M","1991-01",3.344709,
"AUT","CPI","TOT","AGRWTH","M","1991-02",3.319784,
"AUT","CPI","TOT","AGRWTH","M","1991-03",3.52065,
"AUT","CPI","TOT","AGRWTH","M","1991-04",3.307458,
"AUT","CPI","TOT","AGRWTH","M","1991-05",3.338955,
"AUT","CPI","TOT","AGRWTH","M","1991-06",3.769775,
"AUT","CPI","TOT","AGRWTH","M","1991-07",3.622466,
"AUT","CPI","TOT","AGRWTH","M","1991-08",3.702479,
"AUT","CPI","TOT","AGRWTH","M","1991-09",3.145695,
"AUT","CPI","TOT","AGRWTH","M","1991-10",2.679457,
"AUT","CPI","TOT","AGRWTH","M","1991-11",3.253653,
"AUT","CPI","TOT","AGRWTH","M","1991-12",3.054449,
"AUT","CPI","TOT","AGRWTH","M","1992-01",3.863937,
"AUT","CPI","TOT","AGRWTH","M","1992-02",4.098361,
"AUT","CPI","TOT","AGRWTH","M","1992-03",4.120339,
"AUT","CPI","TOT","AGRWTH","M","1992-04",4.018295,
"AUT","CPI","TOT","AGRWTH","M","1992-05",4.24282,
"AUT","CPI","TOT","AGRWTH","M","1992-06",3.957184,
"AUT","CPI","TOT","AGRWTH","M","1992-07",4.041053,
"AUT","CPI","TOT","AGRWTH","M","1992-08",3.825311,
"AUT","CPI","TOT","AGRWTH","M","1992-09",3.852327,
"AUT","CPI","TOT","AGRWTH","M","1992-10",4.059279,
"AUT","CPI","TOT","AGRWTH","M","1992-11",3.954983,
"AUT","CPI","TOT","AGRWTH","M","1992-12",4.220362,
"AUT","CPI","TOT","AGRWTH","M","1993-01",4.101749,
"AUT","CPI","TOT","AGRWTH","M","1993-02",3.716536,
"AUT","CPI","TOT","AGRWTH","M","1993-03",3.831659,
"AUT","CPI","TOT","AGRWTH","M","1993-04",3.831659,
"AUT","CPI","TOT","AGRWTH","M","1993-05",3.694427,
"AUT","CPI","TOT","AGRWTH","M","1993-06",3.588145,
"AUT","CPI","TOT","AGRWTH","M","1993-07",3.51418,
"AUT","CPI","TOT","AGRWTH","M","1993-08",3.438748,
"AUT","CPI","TOT","AGRWTH","M","1993-09",3.400309,
"AUT","CPI","TOT","AGRWTH","M","1993-10",3.467492,
"AUT","CPI","TOT","AGRWTH","M","1993-11",3.464275,
"AUT","CPI","TOT","AGRWTH","M","1993-12",3.554868,
"AUT","CPI","TOT","AGRWTH","M","1994-01",3.084911,
"AUT","CPI","TOT","AGRWTH","M","1994-02",3.127847,
"AUT","CPI","TOT","AGRWTH","M","1994-03",3.055051,
"AUT","CPI","TOT","AGRWTH","M","1994-04",2.994555,
"AUT","CPI","TOT","AGRWTH","M","1994-05",2.958937,
"AUT","CPI","TOT","AGRWTH","M","1994-06",2.861445,
"AUT","CPI","TOT","AGRWTH","M","1994-07",2.858845,
"AUT","CPI","TOT","AGRWTH","M","1994-08",3.146334,
"AUT","CPI","TOT","AGRWTH","M","1994-09",3.079222,
"AUT","CPI","TOT","AGRWTH","M","1994-10",2.932376,
"AUT","CPI","TOT","AGRWTH","M","1994-11",2.750373,
"AUT","CPI","TOT","AGRWTH","M","1994-12",2.597015,
"AUT","CPI","TOT","AGRWTH","M","1995-01",2.577778,
"AUT","CPI","TOT","AGRWTH","M","1995-02",2.414605,
"AUT","CPI","TOT","AGRWTH","M","1995-03",2.406809,
"AUT","CPI","TOT","AGRWTH","M","1995-04",2.555067,
"AUT","CPI","TOT","AGRWTH","M","1995-05",2.404693,
"AUT","CPI","TOT","AGRWTH","M","1995-06",2.635432,
"AUT","CPI","TOT","AGRWTH","M","1995-07",2.200347,
"AUT","CPI","TOT","AGRWTH","M","1995-08",2.129497,
"AUT","CPI","TOT","AGRWTH","M","1995-09",1.972159,
"AUT","CPI","TOT","AGRWTH","M","1995-10",1.889534,
"AUT","CPI","TOT","AGRWTH","M","1995-11",1.92028,
"AUT","CPI","TOT","AGRWTH","M","1995-12",1.832994,
"AUT","CPI","TOT","AGRWTH","M","1996-01",1.646447,
"AUT","CPI","TOT","AGRWTH","M","1996-02",1.638873,
"AUT","CPI","TOT","AGRWTH","M","1996-03",1.805675,
"AUT","CPI","TOT","AGRWTH","M","1996-04",1.632302,
"AUT","CPI","TOT","AGRWTH","M","1996-05",1.489118,
"AUT","CPI","TOT","AGRWTH","M","1996-06",1.654779,
"AUT","CPI","TOT","AGRWTH","M","1996-07",1.869687,
"AUT","CPI","TOT","AGRWTH","M","1996-08",1.859678,
"AUT","CPI","TOT","AGRWTH","M","1996-09",2.01934,
"AUT","CPI","TOT","AGRWTH","M","1996-10",2.11127,
"AUT","CPI","TOT","AGRWTH","M","1996-11",2.255209,
"AUT","CPI","TOT","AGRWTH","M","1996-12",2.342857,
"AUT","CPI","TOT","AGRWTH","M","1997-01",2.074454,
"AUT","CPI","TOT","AGRWTH","M","1997-02",2.008487,
"AUT","CPI","TOT","AGRWTH","M","1997-03",1.632883,
"AUT","CPI","TOT","AGRWTH","M","1997-04",1.718793,
"AUT","CPI","TOT","AGRWTH","M","1997-05",1.946952,
"AUT","CPI","TOT","AGRWTH","M","1997-06",1.403312,
"AUT","CPI","TOT","AGRWTH","M","1997-07",0.472748,
"AUT","CPI","TOT","AGRWTH","M","1997-08",-0.0553246,
"AUT","CPI","TOT","AGRWTH","M","1997-09",0.7248392,
"AUT","CPI","TOT","AGRWTH","M","1997-10",1.257334,
"AUT","CPI","TOT","AGRWTH","M","1997-11",1.17253,
"AUT","CPI","TOT","AGRWTH","M","1997-12",1.367952,
"AUT","CPI","TOT","AGRWTH","M","1998-01",1.197105,
"AUT","CPI","TOT","AGRWTH","M","1998-02",0.9983355,
"AUT","CPI","TOT","AGRWTH","M","1998-03",0.9695298,
"AUT","CPI","TOT","AGRWTH","M","1998-04",1.191136,
"AUT","CPI","TOT","AGRWTH","M","1998-05",0.9964024,
"AUT","CPI","TOT","AGRWTH","M","1998-06",0.8856909,
"AUT","CPI","TOT","AGRWTH","M","1998-07",0.8856909,
"AUT","CPI","TOT","AGRWTH","M","1998-08",0.8856909,
"AUT","CPI","TOT","AGRWTH","M","1998-09",0.8856909,
"AUT","CPI","TOT","AGRWTH","M","1998-10",0.6898463,
"AUT","CPI","TOT","AGRWTH","M","1998-11",0.8002207,
"AUT","CPI","TOT","AGRWTH","M","1998-12",0.6885153,
"AUT","CPI","TOT","AGRWTH","M","1999-01",0.4951849,
"AUT","CPI","TOT","AGRWTH","M","1999-02",0.4942342,
"AUT","CPI","TOT","AGRWTH","M","1999-03",0.4115225,
"AUT","CPI","TOT","AGRWTH","M","1999-04",0.1916239,
"AUT","CPI","TOT","AGRWTH","M","1999-05",0.493285,
"AUT","CPI","TOT","AGRWTH","M","1999-06",0.4115225,
"AUT","CPI","TOT","AGRWTH","M","1999-07",0.4115225,
"AUT","CPI","TOT","AGRWTH","M","1999-08",0.4938264,
"AUT","CPI","TOT","AGRWTH","M","1999-09",0.4938264,
"AUT","CPI","TOT","AGRWTH","M","1999-10",0.7947382,
"AUT","CPI","TOT","AGRWTH","M","1999-11",0.7664934,
"AUT","CPI","TOT","AGRWTH","M","1999-12",1.367614,
"AUT","CPI","TOT","AGRWTH","M","2000-01",1.14974,
"AUT","CPI","TOT","AGRWTH","M","2000-02",1.639344,
"AUT","CPI","TOT","AGRWTH","M","2000-03",1.939891,
"AUT","CPI","TOT","AGRWTH","M","2000-04",1.857923,
"AUT","CPI","TOT","AGRWTH","M","2000-05",1.745296,
"AUT","CPI","TOT","AGRWTH","M","2000-06",2.73224,
"AUT","CPI","TOT","AGRWTH","M","2000-07",2.814207,
"AUT","CPI","TOT","AGRWTH","M","2000-08",2.730003,
"AUT","CPI","TOT","AGRWTH","M","2000-09",3.030304,
"AUT","CPI","TOT","AGRWTH","M","2000-10",2.800434,
"AUT","CPI","TOT","AGRWTH","M","2000-11",3.096985,
"AUT","CPI","TOT","AGRWTH","M","2000-12",2.590395,
"AUT","CPI","TOT","AGRWTH","M","2001-01",3.007673,
"AUT","CPI","TOT","AGRWTH","M","2001-02",2.719028,
"AUT","CPI","TOT","AGRWTH","M","2001-03",2.617394,
"AUT","CPI","TOT","AGRWTH","M","2001-04",3.203404,
"AUT","CPI","TOT","AGRWTH","M","2001-05",3.321631,
"AUT","CPI","TOT","AGRWTH","M","2001-06",2.724395,
"AUT","CPI","TOT","AGRWTH","M","2001-07",2.742249,
"AUT","CPI","TOT","AGRWTH","M","2001-08",2.54275,
"AUT","CPI","TOT","AGRWTH","M","2001-09",2.542247,
"AUT","CPI","TOT","AGRWTH","M","2001-10",2.45168,
"AUT","CPI","TOT","AGRWTH","M","2001-11",1.97482,
"AUT","CPI","TOT","AGRWTH","M","2001-12",1.984523,
"AUT","CPI","TOT","AGRWTH","M","2002-01",2.169625,
"AUT","CPI","TOT","AGRWTH","M","2002-02",1.866405,
"AUT","CPI","TOT","AGRWTH","M","2002-03",1.862745,
"AUT","CPI","TOT","AGRWTH","M","2002-04",1.756098,
"AUT","CPI","TOT","AGRWTH","M","2002-05",1.850049,
"AUT","CPI","TOT","AGRWTH","M","2002-06",1.749271,
"AUT","CPI","TOT","AGRWTH","M","2002-07",1.553398,
"AUT","CPI","TOT","AGRWTH","M","2002-08",1.945525,
"AUT","CPI","TOT","AGRWTH","M","2002-09",1.648885,
"AUT","CPI","TOT","AGRWTH","M","2002-10",1.744186,
"AUT","CPI","TOT","AGRWTH","M","2002-11",1.745878,
"AUT","CPI","TOT","AGRWTH","M","2002-12",1.839303,
"AUT","CPI","TOT","AGRWTH","M","2003-01",1.737452,
"AUT","CPI","TOT","AGRWTH","M","2003-02",1.735776,
"AUT","CPI","TOT","AGRWTH","M","2003-03",1.828681,
"AUT","CPI","TOT","AGRWTH","M","2003-04",1.342282,
"AUT","CPI","TOT","AGRWTH","M","2003-05",1.051625,
"AUT","CPI","TOT","AGRWTH","M","2003-06",1.146132,
"AUT","CPI","TOT","AGRWTH","M","2003-07",1.147228,
